VECTRAS-VM-ANDROID — RELATÓRIO COMPLETO DE BUGS, ERROS, FALHAS E INCONSISTÊNCIAS
Do maior ao menor volume de ocorrências. Formato: descrição breve | linha | path/arquivo
38. ID "linearload" duplicado                                       | vários  | app/src/main/res/layout/
39. ID "linearnothinghere" duplicado                                | vários  | app/src/main/res/layout/
40. ID "ln_32_bit_warning" duplicado                                | vários  | app/src/main/res/layout/
41. ID "ln_all_options" duplicado                                   | vários  | app/src/main/res/layout/
42. ID "ln_allow_permission" duplicado                              | vários  | app/src/main/res/layout/
43. ID "ln_enabled" duplicado                                       | vários  | app/src/main/res/layout/
44. ID "ln_extracting_system_files" duplicado                       | vários  | app/src/main/res/layout/
45. ID "ln_getting_data" duplicado                                  | vários  | app/src/main/res/layout/
46. ID "ln_installing_packages" duplicado                           | vários  | app/src/main/res/layout/
47. ID "ln_installing_packages_failed" duplicado                    | vários  | app/src/main/res/layout/
48. ID "ln_setup_options" duplicado                                 | vários  | app/src/main/res/layout/
49. ID "ln_system_update" duplicado                                 | vários  | app/src/main/res/layout/
50. ID "ln_try_again_container" duplicado                           | vários  | app/src/main/res/layout/
51. ID "ln_welcome" duplicado                                       | vários  | app/src/main/res/layout/
52. ID "loading_progress" duplicado                                 | vários  | app/src/main/res/layout/
53. ID "lol" duplicado                                              | vários  | app/src/main/res/layout/
54. ID "lpi_extracting_system_files" duplicado                      | vários  | app/src/main/res/layout/
55. ID "lpi_getting_data" duplicado                                 | vários  | app/src/main/res/layout/
56. ID "lpi_installing_packages" duplicado                          | vários  | app/src/main/res/layout/
57. ID "mainTerminal" duplicado                                     | vários  | app/src/main/res/layout/
58. ID "progress_bar" duplicado                                     | vários  | app/src/main/res/layout/
59. ID "rv_romlist" duplicado                                       | vários  | app/src/main/res/layout/
60. ID "select_mirror_option" duplicado                             | vários  | app/src/main/res/layout/
61. ID "select_mirror_option_arrow" duplicado                       | vários  | app/src/main/res/layout/
62. ID "standard_setup_option" duplicado                            | vários  | app/src/main/res/layout/
63. ID "standard_setup_option_arrow" duplicado                      | vários  | app/src/main/res/layout/
64. ID "sw_enabled" duplicado                                       | vários  | app/src/main/res/layout/
65. ID "textName" duplicado                                         | vários  | app/src/main/res/layout/
66. ID "textSize" duplicado                                         | vários  | app/src/main/res/layout/
67. ID "total_size_text" duplicado                                  | vários  | app/src/main/res/layout/
68. ID "tvProgressText" duplicado                                   | vários  | app/src/main/res/layout/
69. ID "tvTerminalOutput" duplicado                                 | vários  | app/src/main/res/layout/
70. ID "tv_content" duplicado                                       | vários  | app/src/main/res/layout/
71. ID "tv_error_log_content" duplicado                             | vários  | app/src/main/res/layout/
72. ID "tv_error_subtitle" duplicado                                | vários  | app/src/main/res/layout/
73. ID "tv_error_title" duplicado                                   | vários  | app/src/main/res/layout/
74. ID "tv_install_current_step" duplicado                          | vários  | app/src/main/res/layout/
75. ID "tv_install_last_error" duplicado                            | vários  | app/src/main/res/layout/
76. ID "tv_install_recommended_action" duplicado                    | vários  | app/src/main/res/layout/
77. ID "tv_lastest_command_result" duplicado                        | vários  | app/src/main/res/layout/
78. ID "tv_title" duplicado                                         | vários  | app/src/main/res/layout/
79. ID "versionname" duplicado                                      | vários  | app/src/main/res/layout/


════════════════════════════════════════════════════════════════
BLOCO 2 — CATCH(EXCEPTION) GENÉRICO (82 ocorrências)
Engole erros reais sem log adequado; dificulta diagnóstico em produção.
════════════════════════════════════════════════════════════════

80.  catch(Exception) genérico engole falha real                    | 203   | app/src/main/java/android/androidVNC/VncCanvas.java
81.  catch(Exception) genérico                                      | 592   | app/src/main/java/android/androidVNC/VncCanvas.java
82.  catch(Exception) genérico                                      | 680   | app/src/main/java/android/androidVNC/VncCanvas.java
83.  catch(Exception) genérico                                      | 1055  | app/src/main/java/android/androidVNC/VncCanvas.java
84.  catch(Exception) genérico                                      | 1257  | app/src/main/java/android/androidVNC/VncCanvas.java
85.  catch(Exception) genérico                                      | 1499  | app/src/main/java/android/androidVNC/VncCanvas.java
86.  catch(Exception) genérico em Activity                          | 814   | app/src/main/java/android/androidVNC/VncCanvasActivity.java
87.  catch(Exception) genérico                                      | 337   | app/src/main/java/android/androidVNC/RfbProto.java
88.  catch(Exception) genérico                                      | 372   | app/src/main/java/android/androidVNC/RfbProto.java
89.  catch(Exception) genérico                                      | 387   | app/src/main/java/android/androidVNC/RfbProto.java
90.  catch(Exception) genérico                                      | 399   | app/src/main/java/com/termux/app/BackgroundJob.java
91.  catch(Exception) genérico                                      | 233   | app/src/main/java/com/termux/app/RunCommandService.java
92.  catch(Exception) genérico                                      | 190   | app/src/main/java/com/termux/app/TermuxActivity.java
93.  catch(Exception) genérico                                      | 184   | app/src/main/java/com/termux/app/TermuxPreferences.java
94.  catch(Exception) genérico                                      | 353   | app/src/main/java/com/termux/app/TermuxInstaller.java
95.  catch(Exception) genérico                                      | 387   | app/src/main/java/com/termux/app/TermuxInstaller.java
96.  catch(Exception) genérico                                      | 551   | app/src/main/java/com/termux/app/TermuxInstaller.java
97.  catch(Exception) genérico                                      | 278   | app/src/main/java/com/termux/app/TermuxService.java
98.  catch(Exception) genérico                                      | 123   | app/src/main/java/com/termux/filepicker/TermuxFileReceiverActivity.java
99.  catch(Exception) genérico                                      | 199   | app/src/main/java/com/vectras/qemu/utils/FileUtils.java
100. catch(Exception) genérico                                      | 226   | app/src/main/java/com/vectras/qemu/utils/FileUtils.java
101. catch(Exception) genérico                                      | 436   | app/src/main/java/com/vectras/qemu/utils/FileUtils.java
102. catch(Exception) genérico                                      | 190   | app/src/main/java/com/vectras/qemu/utils/FileInstaller.java
103. catch(Exception) genérico                                      | 238   | app/src/main/java/com/vectras/qemu/utils/FileInstaller.java
104. catch(Exception) genérico                                      | 279   | app/src/main/java/com/vectras/qemu/utils/FileInstaller.java
105. catch(Exception) genérico em QmpClient                         | 121   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
106. catch(Exception) genérico                                      | 152   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
107. catch(Exception) genérico                                      | 211   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
108. catch(Exception) genérico                                      | 240   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
109. catch(Exception) genérico                                      | 265   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
110. catch(Exception) genérico                                      | 283   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
111. catch(Exception) genérico                                      | 353   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
112. catch(Exception) genérico                                      | 373   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
113. catch(Exception) genérico                                      | 390   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
114. catch(Exception) genérico                                      | 409   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
115. catch(Exception) genérico                                      | 426   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
116. catch(Exception) genérico                                      | 444   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
117. catch(Exception) genérico                                      | 466   | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
118. catch(Exception) genérico                                      | 432   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
119. catch(Exception) genérico                                      | 443   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
120. catch(Exception) genérico                                      | 488   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
121. catch(Exception) genérico                                      | 522   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
122. catch(Exception) genérico                                      | 549   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
123. catch(Exception) genérico                                      | 622   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
124. catch(Exception) genérico                                      | 676   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
125. catch(Exception) genérico                                      | 720   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
126. catch(Exception) genérico                                      | 731   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
127. catch(Exception) genérico                                      | 879   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
128. catch(Exception) genérico                                      | 887   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
129. catch(Exception) genérico                                      | 905   | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
130. catch(Exception) genérico                                      | 1107  | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
131. catch(Exception) genérico                                      | 1117  | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
132. catch(Exception) genérico                                      | 1128  | app/src/main/java/com/vectras/qemu/MainVNCActivity.java
133. catch(Exception) genérico                                      | 146   | app/src/main/java/com/vectras/vm/SplashActivity.java
134. catch(Exception) genérico em telemetria                        | 80    | app/src/main/java/com/vectras/vm/telemetry/LocalTelemetrySink.java
135. catch(Exception) genérico                                      | 132   | app/src/main/java/com/vectras/vm/telemetry/LocalTelemetrySink.java
136. catch(Exception) genérico                                      | 182   | app/src/main/java/com/vectras/vm/telemetry/LocalTelemetrySink.java
137. catch(Exception) genérico                                      | 199   | app/src/main/java/com/vectras/vm/telemetry/LocalTelemetrySink.java
138. catch(Exception) genérico                                      | 48    | app/src/main/java/com/vectras/vm/utils/DeviceUtils.java
139. catch(Exception) genérico                                      | 85    | app/src/main/java/com/vectras/vm/utils/DeviceUtils.java
140. catch(Exception) genérico                                      | 27    | app/src/main/java/com/vectras/vm/utils/PackageUtils.java
141. catch(Exception) genérico                                      | 37    | app/src/main/java/com/vectras/vm/utils/PackageUtils.java
142. catch(Exception) genérico                                      | 47    | app/src/main/java/com/vectras/vm/utils/PackageUtils.java
143. catch(Exception) genérico                                      | 239   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
144. catch(Exception) genérico                                      | 318   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
145. catch(Exception) genérico                                      | 376   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
146. catch(Exception) genérico                                      | 504   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
147. catch(Exception) genérico                                      | 555   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
148. catch(Exception) genérico                                      | 567   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
149. catch(Exception) genérico                                      | 678   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
150. catch(Exception) genérico                                      | 686   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
151. catch(Exception) genérico                                      | 926   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
152. catch(Exception) genérico                                      | 961   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
153. catch(Exception) genérico                                      | 975   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
154. catch(Exception) genérico                                      | 1035  | app/src/main/java/com/vectras/vm/utils/FileUtils.java
155. catch(Exception) genérico                                      | 17    | app/src/main/java/com/vectras/vm/utils/JSONUtils.java
156. catch(Exception) genérico                                      | 52    | app/src/main/java/com/vectras/vm/utils/AppUpdater.java
157. catch(Exception) genérico                                      | 56    | app/src/main/java/com/vectras/vm/utils/AppUpdater.java
158. catch(Exception) genérico                                      | 125   | app/src/main/java/com/vectras/vm/utils/NotificationUtils.java
159. catch(Exception) genérico                                      | 139   | app/src/main/java/com/vectras/vm/utils/NotificationUtils.java
160. catch(Exception) em SplashActivity                             | 146   | app/src/main/java/com/vectras/vm/SplashActivity.java
161. catch(Exception) em JSONUtils parseando config                  | 17    | app/src/main/java/com/vectras/vm/utils/JSONUtils.java


════════════════════════════════════════════════════════════════
BLOCO 3 — STREAMS SEM FECHAR / SEM try-with-resources (49 ocorrências)
FileInputStream/OutputStream/BufferedReader abertos sem garantia de close()
em bloco finally ou try-with-resources: vazamento de file descriptor.
════════════════════════════════════════════════════════════════

162. FileInputStream sem close garantido                            | 137   | app/src/main/java/com/termux/app/BackgroundJob.java
163. FileOutputStream sem close garantido                           | 157   | app/src/main/java/com/termux/app/BackgroundJob.java
164. InputStreamReader sem close garantido                          | 230   | app/src/main/java/com/termux/app/RunCommandService.java
165. BufferedReader sem close garantido                             | 181   | app/src/main/java/com/termux/app/TermuxPreferences.java
166. FileInputStream sem close garantido                            | 119   | app/src/main/java/com/termux/app/TermuxInstaller.java
167. FileOutputStream sem close garantido                           | 244   | app/src/main/java/com/termux/app/TermuxInstaller.java
168. FileInputStream sem close garantido                            | 84    | app/src/main/java/com/termux/filepicker/TermuxFileReceiverActivity.java
169. FileInputStream sem close garantido                            | 150   | app/src/main/java/com/vectras/qemu/utils/FileUtils.java
170. FileOutputStream sem close garantido                           | 310   | app/src/main/java/com/vectras/qemu/utils/FileUtils.java
171. BufferedWriter sem close garantido                             | 311   | app/src/main/java/com/vectras/qemu/utils/FileUtils.java
172. FileInputStream sem close garantido                            | 356   | app/src/main/java/com/vectras/qemu/utils/FileUtils.java
173. FileInputStream sem close garantido                            | 179   | app/src/main/java/com/vectras/qemu/utils/FileInstaller.java
174. FileOutputStream sem close garantido                           | 269   | app/src/main/java/com/vectras/qemu/utils/FileInstaller.java
175. InputStreamReader (socket) sem close garantido                 | 84    | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
176. PrintWriter (socket) sem close garantido                       | 92    | app/src/main/java/com/vectras/qemu/utils/QmpClient.java
177. BufferedReader sem close garantido                             | 83    | app/src/main/java/com/vectras/vm/utils/DeviceUtils.java
178. FileInputStream (tarball) sem close garantido                  | 55    | app/src/main/java/com/vectras/vm/utils/TarUtils.java
179. FileOutputStream (tarball) sem close garantido                 | 106   | app/src/main/java/com/vectras/vm/utils/TarUtils.java
180. BufferedOutputStream sem close garantido                       | 108   | app/src/main/java/com/vectras/vm/utils/TarUtils.java
181. FileReader sem close garantido                                 | 307   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
182. FileInputStream sem close garantido                            | 364   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
183. BufferedReader sem close garantido                             | 441   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
184. FileInputStream sem close garantido                            | 674   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
185. FileOutputStream sem close garantido                           | 751   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
186. BufferedOutputStream sem close garantido                       | 752   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
187. FileInputStream sem close garantido                            | 780   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
188. FileOutputStream sem close garantido                           | 874   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
189. FileInputStream sem close garantido                            | 895   | app/src/main/java/com/vectras/vm/utils/FileUtils.java
190. FileInputStream sem close garantido (download)                 | 45    | app/src/main/java/com/vectras/vm/utils/AppUpdater.java
191. FileOutputStream sem close garantido                           | 30    | app/src/main/java/com/vectras/vm/utils/ImageUtils.java
192. FileInputStream sem close garantido                            | 48    | app/src/main/java/com/vectras/vm/utils/ImageUtils.java
193. ZipInputStream sem close garantido                             | 69    | app/src/main/java/com/vectras/vm/utils/ZipUtils.java
194. FileOutputStream (zip entry) sem close garantido               | 88    | app/src/main/java/com/vectras/vm/utils/ZipUtils.java
195. ZipOutputStream sem close garantido                            | 187   | app/src/main/java/com/vectras/vm/utils/ZipUtils.java
196. FileOutputStream (download chunk) sem close garantido          | 254   | app/src/main/java/com/vectras/vm/download/DownloadWorker.java
197. FileOutputStream sem close garantido                           | 345   | app/src/main/java/com/vectras/vm/download/DownloadWorker.java
198. BufferedOutputStream sem close garantido                       | 426   | app/src/main/java/com/vectras/vm/download/DownloadWorker.java
199. FileInputStream sem close garantido                            | 326   | app/src/main/java/com/vectras/vm/DataExplorerActivity.java
200. FileOutputStream sem close garantido                           | 676   | app/src/main/java/com/vectras/vm/VMManager.java
201. FileOutputStream sem close garantido                           | 981   | app/src/main/java/com/vectras/vm/VMCreatorActivity.java
202. FileInputStream sem close garantido                            | 65    | app/src/main/java/com/vectras/vm/core/PulseAudio.java
203. FileInputStream sem close garantido                            | 342   | app/src/main/java/com/vectras/vm/Minitools.java
204. FileOutputStream sem close garantido                           | 1115  | app/src/main/java/com/vectras/vm/setupwizard/SetupFeatureCore.java
205. FileOutputStream sem close garantido (benchmark)               | 1312  | app/src/main/java/com/vectras/vm/benchmark/BenchmarkManager.java
206. FileInputStream sem close garantido (benchmark)                | 1326  | app/src/main/java/com/vectras/vm/benchmark/BenchmarkManager.java
207. FileOutputStream sem close garantido (benchmark)               | 627   | app/src/main/java/com/vectras/vm/benchmark/BenchmarkActivity.java
208. FileInputStream sem close garantido (importação)               | 107   | app/src/main/java/com/vectras/vm/importer/ImportSessionWorker.java
209. FileOutputStream sem close garantido                           | 536   | app/src/main/java/com/vectras/vterm/Terminal.java
210. FileOutputStream sem close garantido                           | 194   | app/src/main/java/com/vectras/vterm/TerminalBottomSheetDialog.java


════════════════════════════════════════════════════════════════
BLOCO 4 — ACTIONS GITHUB @v5 INEXISTENTES (50 ocorrências)
checkout@v5, setup-java@v5 e upload-artifact@v5 não existem.
Versão máxima disponível é @v4. Quebra imediata em todos os runners.
════════════════════════════════════════════════════════════════

211. actions/checkout@v5 não existe                                 | 188   | .github/workflows/android-build-manual.yml
212. actions/setup-java@v5 não existe                               | 222   | .github/workflows/android-build-manual.yml
213. actions/upload-artifact@v5 não existe                          | 359   | .github/workflows/android-build-manual.yml
214. actions/upload-artifact@v5 não existe                          | 367   | .github/workflows/android-build-manual.yml
215. actions/upload-artifact@v5 não existe                          | 378   | .github/workflows/android-build-manual.yml
216. actions/checkout@v5 não existe                                 | 43    | .github/workflows/android-minimal-debug.yml
217. actions/setup-java@v5 não existe                               | 77    | .github/workflows/android-minimal-debug.yml
218. actions/upload-artifact@v5 não existe                          | 133   | .github/workflows/android-minimal-debug.yml
219. actions/upload-artifact@v5 não existe                          | 141   | .github/workflows/android-minimal-debug.yml
220. actions/upload-artifact@v5 não existe                          | 152   | .github/workflows/android-minimal-debug.yml
221. actions/setup-java@v5 não existe                               | 263   | .github/workflows/android-verified.yml
222. actions/checkout@v5 não existe                                 | 283   | .github/workflows/android-verified.yml
223. actions/setup-java@v5 não existe                               | 287   | .github/workflows/android-verified.yml
224. actions/upload-artifact@v5 não existe                          | 359   | .github/workflows/android-verified.yml
225. actions/upload-artifact@v5 não existe                          | 367   | .github/workflows/android-verified.yml
226. actions/upload-artifact@v5 não existe                          | 378   | .github/workflows/android-verified.yml
227. actions/checkout@v5 não existe                                 | 394   | .github/workflows/android-verified.yml
228. actions/setup-java@v5 não existe                               | 398   | .github/workflows/android-verified.yml
229. actions/upload-artifact@v5 não existe                          | 585   | .github/workflows/android-verified.yml
230. actions/checkout@v5 não existe                                 | 119   | .github/workflows/android.yml
231. actions/setup-java@v5 não existe                               | 126   | .github/workflows/android.yml
232. actions/checkout@v5 não existe                                 | 347   | .github/workflows/android.yml
233. actions/setup-java@v5 não existe                               | 350   | .github/workflows/android.yml
234. actions/upload-artifact@v5 não existe                          | 418   | .github/workflows/android.yml
235. actions/upload-artifact@v5 não existe                          | 428   | .github/workflows/android.yml
236. actions/upload-artifact@v5 não existe                          | 483   | .github/workflows/android.yml
237. actions/checkout@v5 não existe                                 | 514   | .github/workflows/android.yml
238. actions/setup-java@v5 não existe                               | 534   | .github/workflows/android.yml
239. actions/upload-artifact@v5 não existe                          | 823   | .github/workflows/android.yml
240. actions/upload-artifact@v5 não existe                          | 831   | .github/workflows/android.yml
241. actions/upload-artifact@v5 não existe                          | 842   | .github/workflows/android.yml
242. actions/upload-artifact@v5 não existe                          | 849   | .github/workflows/android.yml
243. actions/checkout@v5 não existe                                 | 36    | .github/workflows/ci.yml
244. actions/upload-artifact@v5 não existe                          | 137   | .github/workflows/ci.yml
245. actions/checkout@v5 não existe                                 | 73    | .github/workflows/engine-ci.yml
246. actions/upload-artifact@v5 não existe                          | 186   | .github/workflows/engine-ci.yml
247. actions/upload-artifact@v5 não existe                          | 197   | .github/workflows/engine-ci.yml
248. actions/upload-artifact@v5 não existe                          | 208   | .github/workflows/engine-ci.yml
249. actions/checkout@v5 não existe                                 | 225   | .github/workflows/engine-ci.yml
250. actions/upload-artifact@v5 não existe                          | 285   | .github/workflows/engine-ci.yml
251. actions/checkout@v5 não existe                                 | 297   | .github/workflows/engine-ci.yml
252. actions/upload-artifact@v5 não existe                          | 91    | .github/workflows/pipeline-orchestrator.yml
253. actions/checkout@v5 não existe                                 | 107   | .github/workflows/pipeline-orchestrator.yml
254. actions/checkout@v5 não existe                                 | 36    | .github/workflows/proof-build.yml
255. actions/upload-artifact@v5 não existe                          | 121   | .github/workflows/proof-build.yml
256. actions/checkout@v5 não existe                                 | 39    | .github/workflows/rafcode-phi-baremetal-ci.yml
257. actions/checkout@v5 não existe                                 | 61    | .github/workflows/termux-orchestrator.yml
258. actions/setup-java@v5 não existe                               | 95    | .github/workflows/termux-orchestrator.yml
259. actions/upload-artifact@v5 não existe                          | 144   | .github/workflows/termux-orchestrator.yml
260. actions/checkout@v5 não existe                                 | 29    | .github/workflows/zipdrop.yml


════════════════════════════════════════════════════════════════
BLOCO 5 — getIntent() SEM NULL CHECK (68 ocorrências)
getStringExtra() retorna null quando a chave não existe;
uso direto sem verificação → NullPointerException em runtime.
════════════════════════════════════════════════════════════════

261. getStringExtra sem null check                                  | 67    | app/src/main/java/com/vectras/qemu/MainSettingsManager.java
262. getStringExtra sem null check                                  | 73    | app/src/main/java/com/vectras/qemu/MainSettingsManager.java
263. getStringExtra sem null check                                  | 46    | app/src/main/java/com/vectras/vm/WebViewActivity.java
264. getStringExtra sem null check                                  | 25    | app/src/main/java/com/vectras/vm/ImagePrvActivity.java
265. getStringExtra sem null check                                  | 42    | app/src/main/java/com/vectras/vm/CqcmActivity.java
266. getStringExtra sem null check                                  | 67    | app/src/main/java/com/vectras/vm/CqcmActivity.java
267. getStringExtra sem null check                                  | 70    | app/src/main/java/com/vectras/vm/CqcmActivity.java
268. getStringExtra sem null check                                  | 71    | app/src/main/java/com/vectras/vm/CqcmActivity.java
269. getStringExtra sem null check                                  | 72    | app/src/main/java/com/vectras/vm/CqcmActivity.java
270. getStringExtra sem null check                                  | 78    | app/src/main/java/com/vectras/vm/CqcmActivity.java
271. getStringExtra sem null check                                  | 79    | app/src/main/java/com/vectras/vm/CqcmActivity.java
272. getStringExtra sem null check                                  | 85    | app/src/main/java/com/vectras/vm/CqcmActivity.java
273. getStringExtra sem null check                                  | 90    | app/src/main/java/com/vectras/vm/CqcmActivity.java
274. getStringExtra sem null check                                  | 91    | app/src/main/java/com/vectras/vm/CqcmActivity.java
275. getStringExtra sem null check                                  | 93    | app/src/main/java/com/vectras/vm/CqcmActivity.java
276. getStringExtra sem null check                                  | 40    | app/src/main/java/com/vectras/vm/QemuParamsEditorActivity.java
277. getStringExtra sem null check (leitura de ROM)                 | 128   | app/src/main/java/com/vectras/vm/RomInfo.java
278. getStringExtra sem null check                                  | 152   | app/src/main/java/com/vectras/vm/RomInfo.java
279. getStringExtra sem null check                                  | 154   | app/src/main/java/com/vectras/vm/RomInfo.java
280. getStringExtra sem null check                                  | 178   | app/src/main/java/com/vectras/vm/RomInfo.java
281. getStringExtra sem null check                                  | 184   | app/src/main/java/com/vectras/vm/RomInfo.java
282. getStringExtra sem null check                                  | 204   | app/src/main/java/com/vectras/vm/RomInfo.java
283. getStringExtra sem null check                                  | 205   | app/src/main/java/com/vectras/vm/RomInfo.java
284. getStringExtra sem null check                                  | 206   | app/src/main/java/com/vectras/vm/RomInfo.java
285. getStringExtra sem null check                                  | 208   | app/src/main/java/com/vectras/vm/RomInfo.java
286. getStringExtra sem null check                                  | 209   | app/src/main/java/com/vectras/vm/RomInfo.java
287. getStringExtra sem null check                                  | 210   | app/src/main/java/com/vectras/vm/RomInfo.java
288. getStringExtra sem null check                                  | 214   | app/src/main/java/com/vectras/vm/RomInfo.java
289. getStringExtra sem null check                                  | 216   | app/src/main/java/com/vectras/vm/RomInfo.java
290. getStringExtra sem null check                                  | 219   | app/src/main/java/com/vectras/vm/RomInfo.java
291. getStringExtra sem null check                                  | 221   | app/src/main/java/com/vectras/vm/RomInfo.java
292. getStringExtra sem null check                                  | 246   | app/src/main/java/com/vectras/vm/RomInfo.java
293. getStringExtra sem null check                                  | 248   | app/src/main/java/com/vectras/vm/RomInfo.java
294. getStringExtra sem null check                                  | 252   | app/src/main/java/com/vectras/vm/RomInfo.java
295. getStringExtra sem null check                                  | 271   | app/src/main/java/com/vectras/vm/RomInfo.java
296. getStringExtra sem null check                                  | 275   | app/src/main/java/com/vectras/vm/RomInfo.java
297. getStringExtra sem null check                                  | 279   | app/src/main/java/com/vectras/vm/RomInfo.java
298. getStringExtra sem null check                                  | 282   | app/src/main/java/com/vectras/vm/RomInfo.java
